
CommandType     Name                                               Version    Source
Function        Update-MgTeamworkDeviceSoftware                    1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkTeamAppSetting                    1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkTeamTemplate                      1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkTeamTemplateDefinition            1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkTeamTemplateDefinitionTeamDefini… 1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkWorkforceIntegration              1.27.0     Microsoft.Graph.Teams
Function        Update-MgUserChat                                  1.27.0     Microsoft.Graph.Teams
Function        Update-MgUserChatLastMessagePreview                1.27.0     Microsoft.Graph.Teams
Function        Update-MgUserChatMember                            1.27.0     Microsoft.Graph.Teams
Function        Update-MgUserChatMessage                           1.27.0     Microsoft.Graph.Teams
Function        Update-MgUserChatMessageHostedContent              1.27.0     Microsoft.Graph.Teams
Function        Update-MgUserChatMessageReply                      1.27.0     Microsoft.Graph.Teams
Function        Update-MgUserChatMessageReplyHostedContent         1.27.0     Microsoft.Graph.Teams
Function        Update-MgUserChatOperation                         1.27.0     Microsoft.Graph.Teams
Function        Update-MgUserChatPermissionGrant                   1.27.0     Microsoft.Graph.Teams
Function        Update-MgUserChatPinnedMessage                     1.27.0     Microsoft.Graph.Teams
Function        Update-MgUserChatTab                               1.27.0     Microsoft.Graph.Teams
Function        Update-MgUserTeamwork                              1.27.0     Microsoft.Graph.Teams
Function        Update-MgUserTeamworkAssociatedTeam                1.27.0     Microsoft.Graph.Teams
Cmdlet          Add-TeamChannelUser                                5.1.1      MicrosoftTeams
Cmdlet          Add-TeamsAppInstallation                           5.1.1      MicrosoftTeams
Cmdlet          Add-TeamUser                                       5.1.1      MicrosoftTeams
Cmdlet          Connect-MicrosoftTeams                             5.1.1      MicrosoftTeams
Cmdlet          Disconnect-MicrosoftTeams                          5.1.1      MicrosoftTeams
Cmdlet          Get-AssociatedTeam                                 5.1.1      MicrosoftTeams
Cmdlet          Get-CsExternalAccessPolicy                         5.1.1      MicrosoftTeams
Cmdlet          Get-CsOnlineVoicemailPolicy                        5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsAppPermissionPolicy                     5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsAppSetupPolicy                          5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsCallHoldPolicy                          5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsCallingPolicy                           5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsChannelsPolicy                          5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsComplianceRecordingPolicy               5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsEmergencyCallingPolicy                  5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsEventsPolicy                            5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsFeedbackPolicy                          5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsMeetingBrandingPolicy                   5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsMeetingPolicy                           5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsMessagingConfiguration                  5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsMessagingPolicy                         5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsUpdateManagementPolicy                  5.1.1      MicrosoftTeams
Cmdlet          Get-CsTeamsVoiceApplicationsPolicy                 5.1.1      MicrosoftTeams
Cmdlet          Get-LicenseReportForChangeNotificationSubscription 5.1.1      MicrosoftTeams
Cmdlet          Get-MultiGeoRegion                                 5.1.1      MicrosoftTeams
Cmdlet          Get-Operation                                      5.1.1      MicrosoftTeams
Cmdlet          Get-SharedWithTeam                                 5.1.1      MicrosoftTeams
Cmdlet          Get-SharedWithTeamUser                             5.1.1      MicrosoftTeams
Cmdlet          Get-Team                                           5.1.1      MicrosoftTeams
Cmdlet          Get-TeamAllChannel                                 5.1.1      MicrosoftTeams
Cmdlet          Get-TeamChannel                                    5.1.1      MicrosoftTeams
Cmdlet          Get-TeamChannelUser                                5.1.1      MicrosoftTeams
Cmdlet          Get-TeamIncomingChannel                            5.1.1      MicrosoftTeams
Cmdlet          Get-TeamsApp                                       5.1.1      MicrosoftTeams
Cmdlet          Get-TeamsAppInstallation                           5.1.1      MicrosoftTeams
Cmdlet          Get-TeamTargetingHierarchyStatus                   5.1.1      MicrosoftTeams
Cmdlet          Get-TeamUser                                       5.1.1      MicrosoftTeams
Cmdlet          Grant-CsExternalAccessPolicy                       5.1.1      MicrosoftTeams
Cmdlet          Grant-CsTeamsAppPermissionPolicy                   5.1.1      MicrosoftTeams
Cmdlet          Grant-CsTeamsAppSetupPolicy                        5.1.1      MicrosoftTeams
Cmdlet          Grant-CsTeamsCallingPolicy                         5.1.1      MicrosoftTeams
Cmdlet          Grant-CsTeamsEventsPolicy                          5.1.1      MicrosoftTeams
Cmdlet          Grant-CsTeamsMeetingBrandingPolicy                 5.1.1      MicrosoftTeams
Cmdlet          New-CsExternalAccessPolicy                         5.1.1      MicrosoftTeams
Cmdlet          New-CsOnlineVoicemailPolicy                        5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsAppPermissionPolicy                     5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsAppSetupPolicy                          5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsCallHoldPolicy                          5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsCallingPolicy                           5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsChannelsPolicy                          5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsComplianceRecordingPolicy               5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsEmergencyCallingExtendedNotification    5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsEmergencyCallingPolicy                  5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsEventsPolicy                            5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsFeedbackPolicy                          5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsMeetingBackgroundImage                  5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsMeetingBrandingPolicy                   5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsMeetingBrandingTheme                    5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsMeetingPolicy                           5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsMessagingPolicy                         5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsNdiAssuranceSlate                       5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsUpdateManagementPolicy                  5.1.1      MicrosoftTeams
Cmdlet          New-CsTeamsVoiceApplicationsPolicy                 5.1.1      MicrosoftTeams
Cmdlet          New-Team                                           5.1.1      MicrosoftTeams
Cmdlet          New-TeamChannel                                    5.1.1      MicrosoftTeams
Cmdlet          New-TeamsApp                                       5.1.1      MicrosoftTeams
Cmdlet          Remove-CsExternalAccessPolicy                      5.1.1      MicrosoftTeams
Cmdlet          Remove-CsOnlineVoicemailPolicy                     5.1.1      MicrosoftTeams
Cmdlet          Remove-CsTeamsAppPermissionPolicy                  5.1.1      MicrosoftTeams
Cmdlet          Remove-CsTeamsAppSetupPolicy                       5.1.1      MicrosoftTeams
Cmdlet          Remove-CsTeamsCallHoldPolicy                       5.1.1      MicrosoftTeams
Cmdlet          Remove-CsTeamsCallingPolicy                        5.1.1      MicrosoftTeams
Cmdlet          Remove-CsTeamsChannelsPolicy                       5.1.1      MicrosoftTeams
Cmdlet          Remove-CsTeamsComplianceRecordingPolicy            5.1.1      MicrosoftTeams
Cmdlet          Remove-CsTeamsEmergencyCallingPolicy               5.1.1      MicrosoftTeams
Cmdlet          Remove-CsTeamsEventsPolicy                         5.1.1      MicrosoftTeams
Cmdlet          Remove-CsTeamsFeedbackPolicy                       5.1.1      MicrosoftTeams
Cmdlet          Remove-CsTeamsMeetingBrandingPolicy                5.1.1      MicrosoftTeams
Cmdlet          Remove-CsTeamsMeetingPolicy                        5.1.1      MicrosoftTeams
Cmdlet          Remove-CsTeamsMessagingPolicy                      5.1.1      MicrosoftTeams
Cmdlet          Remove-CsTeamsUpdateManagementPolicy               5.1.1      MicrosoftTeams
Cmdlet          Remove-CsTeamsVoiceApplicationsPolicy              5.1.1      MicrosoftTeams
Cmdlet          Remove-SharedWithTeam                              5.1.1      MicrosoftTeams
Cmdlet          Remove-Team                                        5.1.1      MicrosoftTeams
Cmdlet          Remove-TeamChannel                                 5.1.1      MicrosoftTeams
Cmdlet          Remove-TeamChannelUser                             5.1.1      MicrosoftTeams
Cmdlet          Remove-TeamsApp                                    5.1.1      MicrosoftTeams
Cmdlet          Remove-TeamsAppInstallation                        5.1.1      MicrosoftTeams
Cmdlet          Remove-TeamTargetingHierarchy                      5.1.1      MicrosoftTeams
Cmdlet          Remove-TeamUser                                    5.1.1      MicrosoftTeams
Cmdlet          Set-CsExternalAccessPolicy                         5.1.1      MicrosoftTeams
Cmdlet          Set-CsOnlineVoicemailPolicy                        5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsAppPermissionPolicy                     5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsAppSetupPolicy                          5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsCallHoldPolicy                          5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsCallingPolicy                           5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsChannelsPolicy                          5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsComplianceRecordingPolicy               5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsEmergencyCallingPolicy                  5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsEventsPolicy                            5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsFeedbackPolicy                          5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsMeetingBrandingPolicy                   5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsMeetingPolicy                           5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsMessagingConfiguration                  5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsMessagingPolicy                         5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsUpdateManagementPolicy                  5.1.1      MicrosoftTeams
Cmdlet          Set-CsTeamsVoiceApplicationsPolicy                 5.1.1      MicrosoftTeams
Cmdlet          Set-Team                                           5.1.1      MicrosoftTeams
Cmdlet          Set-TeamArchivedState                              5.1.1      MicrosoftTeams
Cmdlet          Set-TeamChannel                                    5.1.1      MicrosoftTeams
Cmdlet          Set-TeamPicture                                    5.1.1      MicrosoftTeams
Cmdlet          Set-TeamsApp                                       5.1.1      MicrosoftTeams
Cmdlet          Set-TeamTargetingHierarchy                         5.1.1      MicrosoftTeams
Cmdlet          Update-TeamsAppInstallation                        5.1.1      MicrosoftTeams

